餐廳名稱,地址,餐廳連結,latitude,longitude,distance,st_score,st_price,st_total_com,st_tag
樂華夜市東山鴨頭,234新北市永和區永平路9號 ,https://www.google.com/maps/place/%E6%A8%82%E8%8F%AF%E5%A4%9C%E5%B8%82%E6%9D%B1%E5%B1%B1%E9%B4%A8%E9%A0%AD/data=!4m7!3m6!1s0x3442a9c28452d9fd:0x1c19502b337d0e9b!8m2!3d25.0086382!4d121.5137214!16s%2Fg%2F11g_1pkyc!19sChIJ_dlShMKpQjQRmw59MytQGRw?authuser=0&hl=zh-TW&rclk=1,25.0087988,121.5096779,0.0647151509354116,2.4,$1-200,121,"['豬血糕', '豆干', '炸', '價格', '大腸', '甜不辣', '脖子', '酸', '胡椒', '蛋']"
阿國蝦仁羹,234新北市永和區永平路147號 ,https://www.google.com/maps/place/%E9%98%BF%E5%9C%8B%E8%9D%A6%E4%BB%81%E7%BE%B9/data=!4m7!3m6!1s0x3442a9c31f102293:0x2dde680d1fa3c3c9!8m2!3d25.008512!4d121.511081!16s%2Fg%2F1hm488q6p!19sChIJkyIQH8OpQjQRycOjHw1o3i0?authuser=0&hl=zh-TW&rclk=1,25.008512,121.5085061,0.1774374021831763,3.4,$1-200,513,"['土魠魚', '樂華夜市', '醋', '炒米粉', '肉羹', '花枝', '排隊', '勾芡', '魚塊', '環保']"
泗源炸雞,234新北市永和區永平路56號 ,https://www.google.com/maps/place/%E6%B3%97%E6%BA%90%E7%82%B8%E9%9B%9E/data=!4m7!3m6!1s0x3442a9c2ed13e555:0xd4e3c17b53cd6cf4!8m2!3d25.0086067!4d121.5124037!16s%2Fg%2F11c6q5kjsp!19sChIJVeUT7cKpQjQR9GzNU3vB49Q?authuser=0&hl=zh-TW&rclk=1,25.0086067,121.5098288,0.0441411465906288,3.5,$1-200,475,"['腿', '雞翅', '皮', '雞塊', '汁', '雞排', '樂華夜市', '酥脆', '鹹酥雞', '千千']"
維縈家鄉碳烤雞排 樂華店,234新北市永和區永平路10號 ,https://www.google.com/maps/place/%E7%B6%AD%E7%B8%88%E5%AE%B6%E9%84%89%E7%A2%B3%E7%83%A4%E9%9B%9E%E6%8E%92+%E6%A8%82%E8%8F%AF%E5%BA%97/data=!4m7!3m6!1s0x3442a938384b8a5f:0xf4fa578150ea7db1!8m2!3d25.0088063!4d121.5137525!16s%2Fg%2F11g08byt95!19sChIJX4pLODipQjQRsX3qUIFX-vQ?authuser=0&hl=zh-TW&rclk=1,25.0088063,121.5111776,0.0962535635554421,3.9,$1-200,147,"['醃', '汁', '價格', '油', '排隊', '香', '口感', '柴', '炭烤', '樂華夜市']"
開心城地瓜球,234新北市永和區永平路96號對面三角窗 ,https://www.google.com/maps/place/%E9%96%8B%E5%BF%83%E5%9F%8E%E5%9C%B0%E7%93%9C%E7%90%83/data=!4m7!3m6!1s0x3442a966b7016c91:0x52ab7bf0d32bfd5c!8m2!3d25.0085658!4d121.5117428!16s%2Fg%2F11sx3wt0d1!19sChIJkWwBt2apQjQRXP0r0_B7q1I?authuser=0&hl=zh-TW&rclk=1,25.0084955,121.509468,0.0805792389281706,4.1,$1-200,35,"['顏色', '名', '冷', '包', '口感', '粉', '手機', '創意', '心情', '餐']"
雲南婆婆滇緬小吃,234新北市永和區大新街12號 ,https://www.google.com/maps/place/%E9%9B%B2%E5%8D%97%E5%A9%86%E5%A9%86%E6%BB%87%E7%B7%AC%E5%B0%8F%E5%90%83/data=!4m7!3m6!1s0x3442a9e8310a942d:0x7f8ace6c46be6628!8m2!3d25.0084508!4d121.5150423!16s%2Fg%2F1jglt01z6!19sChIJLZQKMeipQjQRKGa-RmzOin8?authuser=0&hl=zh-TW&rclk=1,25.0084508,121.5124674,0.2228387266917871,4.1,$1-200,2165,"['烏塔帕姆', '粑粑', '煉乳', '炸豆腐', '裝潢', '薄片', '涼麵', '哨子', '摩摩喳喳', '西米露']"
翁記蔥抓餅(樂華夜市),234新北市永和區永平路194號 ,https://www.google.com/maps/place/%E7%BF%81%E8%A8%98%E8%94%A5%E6%8A%93%E9%A4%85%28%E6%A8%82%E8%8F%AF%E5%A4%9C%E5%B8%82%29/data=!4m7!3m6!1s0x3442a9c3749bfe4d:0xb14d8bd5325fdd46!8m2!3d25.0094976!4d121.5102983!16s%2Fg%2F11f_j3sgdp!19sChIJTf6bdMOpQjQRRt1fMtWLTbE?authuser=0&hl=zh-TW&rclk=1,25.0094976,121.5077234,0.2765954928133772,3.1,$,35,"['蛋', '起司', '鼻涕', '九層塔', '地瓜', '套餐', '選擇']"
御品香營養三明治-樂華總店,234新北市永和區永平路160號 ,https://www.google.com/maps/place/%E5%BE%A1%E5%93%81%E9%A6%99%E7%87%9F%E9%A4%8A%E4%B8%89%E6%98%8E%E6%B2%BB-%E6%A8%82%E8%8F%AF%E7%B8%BD%E5%BA%97/data=!4m7!3m6!1s0x3442a9c31ea5c35b:0xea9a24c1a95db98!8m2!3d25.0087727!4d121.5111088!16s%2Fg%2F11g9q167rb!19sChIJW8OlHsOpQjQRmNuVGkyiqQ4?authuser=0&hl=zh-TW&rclk=1,25.0087727,121.5085339,0.1761307079160973,4.4,$1-200,126,"['炸', '美乃滋', '口感', '口味', '龍蝦', '樂華夜市', '招牌', '火腿', '燻', '酥脆']"
Frozenheart凍心炸冰淇淋樂華店,234新北市永和區永平路142號 ,https://www.google.com/maps/place/Frozenheart%E5%87%8D%E5%BF%83%E7%82%B8%E5%86%B0%E6%B7%87%E6%B7%8B%E6%A8%82%E8%8F%AF%E5%BA%97/data=!4m7!3m6!1s0x3442a9d58f0e36c7:0x9583c2cbaa4e8f33!8m2!3d25.008384!4d121.5114959!16s%2Fg%2F11t7hcx_zc!19sChIJxzYOj9WpQjQRM49OqsvCg5U?authuser=0&hl=zh-TW&rclk=1,25.008384,121.508921,0.1368746115276035,5.0,,1362,"['可愛', '店員', '袋', '親切', '吃', '口味', '榴槤', '香草', '內餡', '藍莓']"
豪吃轟炸大魷魚,234新北市永和區永平路11號 ,https://www.google.com/maps/place/%E8%B1%AA%E5%90%83%E8%BD%9F%E7%82%B8%E5%A4%A7%E9%AD%B7%E9%AD%9A/data=!4m7!3m6!1s0x3442a94d8a28a619:0xe31933c8e1f81a80!8m2!3d25.0087065!4d121.5134844!16s%2Fg%2F11j_7lps42!19sChIJGaYoik2pQjQRgBr44cgzGeM?authuser=0&hl=zh-TW&rclk=1,25.0087065,121.5109095,0.0672320223794716,4.7,$1-200,35,"['辣', '炸魷魚', '洋蔥', '親切', '調味', '樂華夜市', '椒鹽', '招牌', '炒', '香']"
大發烤肉（樂華店）,23444新北市永和區永平路79號 ,https://www.google.com/maps/place/%E5%A4%A7%E7%99%BC%E7%83%A4%E8%82%89%EF%BC%88%E6%A8%82%E8%8F%AF%E5%BA%97%EF%BC%89/data=!4m7!3m6!1s0x3442a9975766cec7:0xc4bcbcece8e9446c!8m2!3d25.0082594!4d121.5119526!16s%2Fg%2F11lgp7jdht!19sChIJx85mV5epQjQRbETp6Oy8vMQ?authuser=0&hl=zh-TW&rclk=1,25.0082594,121.5093777,0.0953843286434362,4.0,$200-400,164,"['價格', '辣', '串', '雞', '冰箱', '香菇', '食材', '肉捲', '豆乾', '夜市']"
德鑫廣東粥,234新北市永和區保平路18巷11號 ,https://www.google.com/maps/place/%E5%BE%B7%E9%91%AB%E5%BB%A3%E6%9D%B1%E7%B2%A5/data=!4m7!3m6!1s0x3442a9c2c3389fcb:0x3f659645577dbd1!8m2!3d25.0078109!4d121.51206!16s%2Fg%2F11cnb0qhlg!19sChIJy584w8KpQjQR0dt3VWRZ9gM?authuser=0&hl=zh-TW&rclk=1,25.0078109,121.5094851,0.1142670184320179,3.7,$1-200,246,"['意麵', '碗', '豬肝', '蛤蜊', '貓', '皮蛋瘦肉粥', '蔥', '什錦', '魚片', '煮']"
冰的熱的,234新北市永和區大新街53號 ,https://www.google.com/maps/place/%E5%86%B0%E7%9A%84%E7%86%B1%E7%9A%84/data=!4m7!3m6!1s0x3442a9e84b386145:0x33c34685001e06ad!8m2!3d25.008553!4d121.5158887!16s%2Fg%2F11f_4rxqdv!19sChIJRWE4S-ipQjQRrQYeAIVGwzM?authuser=0&hl=zh-TW&rclk=1,25.008553,121.5133138,0.3079481413421302,4.6,$1-200,594,"['杏仁豆腐', '豆花', '雪花', '芋圓', '粉粿', '杏仁奶', '燒仙草', '鹽滷', '雪耳', '湯圓']"
無名香雞排,234新北市永和區保福路一段4號 ,https://www.google.com/maps/place/%E7%84%A1%E5%90%8D%E9%A6%99%E9%9B%9E%E6%8E%92/data=!4m7!3m6!1s0x3442a9c2bc841f2f:0xcb278c6b62609e26!8m2!3d25.0076177!4d121.5133435!16s%2Fg%2F1pzq0086z!19sChIJLx-EvMKpQjQRJp5gYmuMJ8s?authuser=0&hl=zh-TW&rclk=1,25.0076177,121.5107686,0.1162060694068873,3.8,$1-200,74,"['炸', '鹽酥雞', '胡椒', '口感', '價格', '甜不辣', '豆干', '醃', '夜市', '花枝丸']"
樂華熱炒100,234新北市永和區永平路161號 ,https://www.google.com/maps/place/%E6%A8%82%E8%8F%AF%E7%86%B1%E7%82%92100/data=!4m7!3m6!1s0x3442a9666d9d66ef:0x487f4805c4d45b7c!8m2!3d25.0086936!4d121.5108555!16s%2Fg%2F11s4_b8lv9!19sChIJ72adbWapQjQRfFvUxAVIf0g?authuser=0&hl=zh-TW&rclk=1,25.0086936,121.5082806,0.2006644178370163,3.8,$1-200,33,"['炒飯', '青菜', '價格', '炒麵', '鍋', '客家小炒', '氣味', '調味', '油', '辣']"
海盜船義式料理坊,234新北市永和區永和路一段65巷5之1號 ,https://www.google.com/maps/place/%E6%B5%B7%E7%9B%9C%E8%88%B9%E7%BE%A9%E5%BC%8F%E6%96%99%E7%90%86%E5%9D%8A/data=!4m7!3m6!1s0x3442a9dd6af292e7:0x3127073b0f4748e0!8m2!3d25.007303!4d121.512577!16s%2Fg%2F1tdqr71z!19sChIJ55Lyat2pQjQR4EhHDzsHJzE?authuser=0&hl=zh-TW&rclk=1,25.007303,121.5100021,0.1417340410148936,4.3,$200-400,2216,"['牛排', '雞腿', '玉米濃湯', '羅宋湯', '干貝', '雞排', '白酒', '湯超', '湯和', '烤餅']"
阿文悶烤燒炭烤玉米,234新北市永和區永平路183-185號 ,https://www.google.com/maps/place/%E9%98%BF%E6%96%87%E6%82%B6%E7%83%A4%E7%87%92%E7%82%AD%E7%83%A4%E7%8E%89%E7%B1%B3/data=!4m7!3m6!1s0x3442a9c30c6db063:0xe322cc0f0205c91f!8m2!3d25.009366!4d121.510156!16s%2Fg%2F1v6wm0bh!19sChIJY7BtDMOpQjQRH8kFAg_MIuM?authuser=0&hl=zh-TW&rclk=1,25.009366,121.5075811,0.285063900473699,3.9,$1-200,73,"['價格', '醬', '外送', '口感', '樂華夜市', '水煮', '種', '根', '口味']"
魷魚船現炸魷魚,新北市永和區 ,https://www.google.com/maps/place/%E9%AD%B7%E9%AD%9A%E8%88%B9%E7%8F%BE%E7%82%B8%E9%AD%B7%E9%AD%9A/data=!4m7!3m6!1s0x3442a9c2e104f707:0x76736768f81ba942!8m2!3d25.0082245!4d121.511647!16s%2Fg%2F12hkdq9bw!19sChIJB_cE4cKpQjQRQqkb-Ghnc3Y?authuser=0&hl=zh-TW&rclk=1,25.0082245,121.5090721,0.1258431528758916,3.0,$1-200,93,"['檸檬', '椒鹽', '夜市', '辣', '價格', '調味', '粉', '酸', '海苔', '表演']"
永和樂華夜市大漢草原新疆羊肉串,234新北市永和區永平路175號 ,https://www.google.com/maps/place/%E6%B0%B8%E5%92%8C%E6%A8%82%E8%8F%AF%E5%A4%9C%E5%B8%82%E5%A4%A7%E6%BC%A2%E8%8D%89%E5%8E%9F%E6%96%B0%E7%96%86%E7%BE%8A%E8%82%89%E4%B8%B2/data=!4m7!3m6!1s0x3442a9d1a096c399:0xd156590315cef23f!8m2!3d25.0090974!4d121.5103691!16s%2Fg%2F11g2wp5n8x!19sChIJmcOWoNGpQjQRP_LOFQNZVtE?authuser=0&hl=zh-TW&rclk=1,25.0090974,121.5077942,0.2562238450907038,4.0,$1-200,67,"['價格', '烤', '香料', '孜然', '調味', '外送', '豬']"
樂華小吃,234新北市永和區永平路37號 ,https://www.google.com/maps/place/%E6%A8%82%E8%8F%AF%E5%B0%8F%E5%90%83/data=!4m7!3m6!1s0x3442a9e5cf885c9f:0x3c22beda8b0d1a7e!8m2!3d25.0086346!4d121.5130134!16s%2Fg%2F11ssxgggc0!19sChIJn1yIz-WpQjQRfhoNi9q-Ijw?authuser=0&hl=zh-TW&rclk=1,25.0085458,121.5096919,0.0576807596389229,4.0,$1-200,38,"['意麵', '肉羹', '豆芽菜', '中午', '小吃攤', '大腸', '肝', '柴魚', '夜市', '丸子']"
樂華天下紅茶店,234新北市永和區永平路171號 ,https://www.google.com/maps/place/%E6%A8%82%E8%8F%AF%E5%A4%A9%E4%B8%8B%E7%B4%85%E8%8C%B6%E5%BA%97/data=!4m7!3m6!1s0x3442a9c310edc433:0x798d3df12c8677c7!8m2!3d25.0088918!4d121.5105646!16s%2Fg%2F1tfd4nt3!19sChIJM8TtEMOpQjQRx3eGLPE9jXk?authuser=0&hl=zh-TW&rclk=1,25.0088918,121.5079897,0.2324049132891202,3.4,$1-200,697,"['蜂蜜', '排隊', '樂華夜市', '鐵觀音', '柳橙', '假日', '日月潭紅茶', '蜜香紅茶', '炭', '無醣']"
IKKI 深夜食堂-永和店,234新北市永和區中山路一段135號 ,https://www.google.com/maps/place/IKKI+%E6%B7%B1%E5%A4%9C%E9%A3%9F%E5%A0%82-%E6%B0%B8%E5%92%8C%E5%BA%97/data=!4m7!3m6!1s0x3442a9c30866e067:0xbbdf5ebd62aaddc0!8m2!3d25.0096909!4d121.5105363!16s%2Fg%2F11fxzm978d!19sChIJZ-BmCMOpQjQRwN2qYr1e37s?authuser=0&hl=zh-TW&rclk=1,25.0096909,121.5079614,0.2639498885336055,4.8,$400-600,1936,"['明太子', '麻糬', '炸雞', '炒烏龍', '白醬', '聚會', '生魚片', '櫻花蝦', '山藥', '三重奏']"
樂華三鮮羹二店,234新北市永和區保平路18巷10號 ,https://www.google.com/maps/place/%E6%A8%82%E8%8F%AF%E4%B8%89%E9%AE%AE%E7%BE%B9%E4%BA%8C%E5%BA%97/data=!4m7!3m6!1s0x3442a91e76595ff9:0xa9fcbb20efb2b7bc!8m2!3d25.007934!4d121.5122468!16s%2Fg%2F11tf2qzb91!19sChIJ-V9Zdh6pQjQRvLey7yC7_Kk?authuser=0&hl=zh-TW&rclk=1,25.0081751,121.5092444,0.1113281441801394,4.3,$1-200,669,"['土魠魚', '米糕', '排隊', '炸', '魷魚', '夜市', '蝦仁羹', '醋', '勾芡', '肉鬆']"
烤麵筋、山藥餅 樂華夜市店 8品美食,234新北市永和區永平路181號 ,https://www.google.com/maps/place/%E7%83%A4%E9%BA%B5%E7%AD%8B%E3%80%81%E5%B1%B1%E8%97%A5%E9%A4%85+%E6%A8%82%E8%8F%AF%E5%A4%9C%E5%B8%82%E5%BA%97+8%E5%93%81%E7%BE%8E%E9%A3%9F/data=!4m7!3m6!1s0x3442a929c0b3d3e7:0x41238dd72fa5b5a6!8m2!3d25.0092694!4d121.5101503!16s%2Fg%2F11v3gm9fgq!19sChIJ59OzwCmpQjQRprWlL9eNI0E?authuser=0&hl=zh-TW&rclk=1,25.0086364,121.5094747,0.0800298953503749,4.5,$1-200,22,['調味']
甲林鐵板燒,234台灣永和區保平路50巷8弄16號 ,https://www.google.com/maps/place/%E7%94%B2%E6%9E%97%E9%90%B5%E6%9D%BF%E7%87%92/data=!4m7!3m6!1s0x3442a9c2deb23c99:0x689d21ea10590909!8m2!3d25.0078475!4d121.5116386!16s%2Fg%2F1pzw2tp98!19sChIJmTyy3sKpQjQRCQlZEOohnWg?authuser=0&hl=zh-TW&rclk=1,25.0078475,121.5090637,0.1445374761485111,4.3,$200-400,505,"['貓', '豆芽菜', '吃到飽', '飯湯', '佛', '夜市', '冬瓜茶', '菜脯', '雞丁', '菜飯']"
冰庫 杏仁 雪花冰,234新北市永和區永平路149號號 ,https://www.google.com/maps/place/%E5%86%B0%E5%BA%AB+%E6%9D%8F%E4%BB%81+%E9%9B%AA%E8%8A%B1%E5%86%B0/data=!4m7!3m6!1s0x3442a9c31f21e933:0xa606b06b678074a4!8m2!3d25.0085529!4d121.511035!16s%2Fg%2F11c2j1llkc!19sChIJM-khH8OpQjQRpHSAZ2uwBqY?authuser=0&hl=zh-TW&rclk=1,25.0086877,121.5098167,0.0472225193434699,3.7,$1-200,200,"['杏仁茶', '碗', '杏仁豆腐', '牛奶', '黑糖', '湯圓', '香檳', '葡萄', '油條', '煉乳']"
辛綠豆冰沙牛奶,234新北市永和區永平路183號 ,https://www.google.com/maps/place/%E8%BE%9B%E7%B6%A0%E8%B1%86%E5%86%B0%E6%B2%99%E7%89%9B%E5%A5%B6/data=!4m7!3m6!1s0x3442a944cd83d857:0xe4f0c6bcc243a64c!8m2!3d25.0093272!4d121.5101082!16s%2Fg%2F11f6dsyb_1!19sChIJV9iDzUSpQjQRTKZDwrzG8OQ?authuser=0&hl=zh-TW&rclk=1,25.0093272,121.5075333,0.2883547891873742,4.7,$1-200,157,"['杯', '綠豆沙', '料', '甜', '樂華夜市', '芋頭', '木瓜牛奶', '香瓜', '鳳梨', '傑科支付']"
Don'ts Don'ts Pasta 懂吃懂吃.義式小廚,234新北市永和區永平路180巷6號 ,https://www.google.com/maps/place/Don%27ts+Don%27ts+Pasta+%E6%87%82%E5%90%83%E6%87%82%E5%90%83.%E7%BE%A9%E5%BC%8F%E5%B0%8F%E5%BB%9A/data=!4m7!3m6!1s0x3442a9c41b8cf25d:0x2af04f248bd49f77!8m2!3d25.0092526!4d121.510769!16s%2Fg%2F11h6xm5b9m!19sChIJXfKMG8SpQjQRd5_UiyRP8Co?authuser=0&hl=zh-TW&rclk=1,25.0092526,121.5081941,0.2224890531623771,4.3,$200-400,1215,"['套餐', '明太子', '綠茶', '商業', '透抽', '玉米粒', '干貝', '叻沙', '點卡', '軟法']"
101養身鮮菜潤餅捲 素食,234新北市永和區永平路186號 ,https://www.google.com/maps/place/101%E9%A4%8A%E8%BA%AB%E9%AE%AE%E8%8F%9C%E6%BD%A4%E9%A4%85%E6%8D%B2+%E7%B4%A0%E9%A3%9F/data=!4m7!3m6!1s0x3442a9c30e7f280b:0x22eee5381d5374ab!8m2!3d25.0093452!4d121.5104193!16s%2Fg%2F11f06m5ckn!19sChIJCyh_DsOpQjQRq3RTHTjl7iI?authuser=0&hl=zh-TW&rclk=1,25.0093452,121.5078444,0.2591734005395791,4.3,$1-200,56,"['香腸', '海苔', '生菜', '樂華夜市', '花生粉', '糖', '價格', '紅麴', '健康', '卷餅']"
阿里小廚美式牛排餐廳,234新北市永和區永和路一段117號 ,https://www.google.com/maps/place/%E9%98%BF%E9%87%8C%E5%B0%8F%E5%BB%9A%E7%BE%8E%E5%BC%8F%E7%89%9B%E6%8E%92%E9%A4%90%E5%BB%B3/data=!4m7!3m6!1s0x3442a9c29ba16ab5:0x1e30885718f7bfe2!8m2!3d25.0081625!4d121.5138048!16s%2Fg%2F11cs1rc7bz!19sChIJtWqhm8KpQjQR4r_3GFeIMB4?authuser=0&hl=zh-TW&rclk=1,25.0081625,121.5112299,0.1070746444190598,4.3,$400-600,2745,"['燉飯', '羅宋湯', '牛肉湯', '酥皮', '板腱', '南瓜湯', '雞腿', '牛肝菌', '湯和', '玉米筍']"
牛力士現涮牛肉湯,23444新北市永和區保平路18巷4號 ,https://www.google.com/maps/place/%E7%89%9B%E5%8A%9B%E5%A3%AB%E7%8F%BE%E6%B6%AE%E7%89%9B%E8%82%89%E6%B9%AF/data=!4m7!3m6!1s0x3442a9676e4a3283:0x60619e401462e516!8m2!3d25.0077172!4d121.5125164!16s%2Fg%2F11hl7mz6h3!19sChIJgzJKbmepQjQRFuViFECeYWA?authuser=0&hl=zh-TW&rclk=1,25.0077172,121.5099415,0.0988635658306695,4.1,$1-200,270,"['滷', '甜', '鮮', '青菜', '牛雜', '拌麵', '牛肚', '樂華夜市', '牛舌', '拌飯']"
和陞屋牛排,234新北市永和區保平路27號 ,https://www.google.com/maps/place/%E5%92%8C%E9%99%9E%E5%B1%8B%E7%89%9B%E6%8E%92/data=!4m7!3m6!1s0x3442a9c2c8a179e9:0x172e122cc30f20b7!8m2!3d25.0073865!4d121.5123413!16s%2Fg%2F1tdbtg4h!19sChIJ6XmhyMKpQjQRtyAPwywSLhc?authuser=0&hl=zh-TW&rclk=1,25.0073865,121.5097664,0.1393470433326215,4.2,$200-400,2027,"['紅茶', '玉米', '夜市', '大塊', '鐵板麵', '雙拼', '雞排', '肉醬', '生意', '餐包']"
真味肉圓&匠一小吃店【樂華保平店】,23444新北市永和區保平路15號 ,https://www.google.com/maps/place/%E7%9C%9F%E5%91%B3%E8%82%89%E5%9C%93%26%E5%8C%A0%E4%B8%80%E5%B0%8F%E5%90%83%E5%BA%97%E3%80%90%E6%A8%82%E8%8F%AF%E4%BF%9D%E5%B9%B3%E5%BA%97%E3%80%91/data=!4m7!3m6!1s0x346802a113900069:0x7274c49be014a5c3!8m2!3d25.007485!4d121.5127126!16s%2Fg%2F11f2y8n6xl!19sChIJaQCQE6ECaDQRw6UU4JvEdHI?authuser=0&hl=zh-TW&rclk=1,25.007485,121.5101377,0.1197739118282384,4.4,$1-200,241,"['四神湯', '豬', '肉粽', '腸', '蒸', '冬粉', '皮', '薏仁', '肚', '夜市']"
Bon Bon熊掌燒,234新北市永和區永平路180巷 ,https://www.google.com/maps/place/Bon+Bon%E7%86%8A%E6%8E%8C%E7%87%92/data=!4m7!3m6!1s0x3442a9c30fd28ced:0x6cc243046fcbd50e!8m2!3d25.0091197!4d121.5106277!16s%2Fg%2F11gbwtrhnj!19sChIJ7YzSD8OpQjQRDtXLbwRDwmw?authuser=0&hl=zh-TW&rclk=1,25.0091197,121.5080528,0.2315622499759459,4.4,$1-200,50,"['珍珠奶茶', '蛋糕', '內餡', '樂華', '紅豆', '卡士達', '焦糖', '芋頭', '烤', '夫妻']"
蕭阿姨小吃店 手工饅頭,234新北市永和區保平路50巷8弄1號 ,https://www.google.com/maps/place/%E8%95%AD%E9%98%BF%E5%A7%A8%E5%B0%8F%E5%90%83%E5%BA%97+%E6%89%8B%E5%B7%A5%E9%A5%85%E9%A0%AD/data=!4m7!3m6!1s0x3442a9c32915174f:0xe843789624ee5e0c!8m2!3d25.007633!4d121.511108!16s%2Fg%2F11g6vjx7hw!19sChIJTxcVKcOpQjQRDF7uJJZ4Q-g?authuser=0&hl=zh-TW&rclk=1,25.007633,121.5085331,0.2025968712402903,4.5,$1-200,167,"['包子', '湯', '健康', '口感', '五穀', '滷', '碗', '豬腳', '蛋黃', '油']"
泰夯 (泰式熱炒),234新北市永和區永和路一段65巷1號 ,https://www.google.com/maps/place/%E6%B3%B0%E5%A4%AF+%28%E6%B3%B0%E5%BC%8F%E7%86%B1%E7%82%92%29/data=!4m7!3m6!1s0x3442a9dd4963c4ed:0x85a86648c986e599!8m2!3d25.0069996!4d121.5128026!16s%2Fg%2F11bvt1kl9v!19sChIJ7cRjSd2pQjQRmeWGyUhmqIU?authuser=0&hl=zh-TW&rclk=1,25.0069996,121.5102277,0.1729092755098691,3.9,$200-400,560,"['外送', '蝦醬', '月亮蝦餅', '空心菜', '鹹', '炒飯', '酸', '炸', '打拋', '熱情']"
官小二酸菜魚 永和樂華店,234新北市永和區中山路一段133號1樓 ,https://www.google.com/maps/place/%E5%AE%98%E5%B0%8F%E4%BA%8C%E9%85%B8%E8%8F%9C%E9%AD%9A+%E6%B0%B8%E5%92%8C%E6%A8%82%E8%8F%AF%E5%BA%97/data=!4m7!3m6!1s0x3442a9f8e52d8f67:0xe72f9b22838deccf!8m2!3d25.0098646!4d121.5105989!16s%2Fg%2F11k9q79y0q!19sChIJZ48t5fipQjQRz-yNgyKbL-c?authuser=0&hl=zh-TW&rclk=1,25.0098646,121.508024,0.2682597544360645,4.6,$200-400,1716,"['椒', '炸冰淇淋', '魚片', '魚皮', '巴沙魚', '牛蛙', '金針菇', '糍粑', '臘肉', '樂華夜市']"
嘉義阿松臭豆腐,234新北市永和區保平路18巷17號 ,https://www.google.com/maps/place/%E5%98%89%E7%BE%A9%E9%98%BF%E6%9D%BE%E8%87%AD%E8%B1%86%E8%85%90/data=!4m7!3m6!1s0x3442a9eb1cde6733:0x4ce101102e05f0e0!8m2!3d25.0079136!4d121.5120042!16s%2Fg%2F11l1yfds8l!19sChIJM2feHOupQjQR4PAFLhAB4Uw?authuser=0&hl=zh-TW&rclk=1,25.0084128,121.5088843,0.1401349051282043,3.4,,30,"['泡菜', '炸', '羹', '酥脆', '湯', '口感', '甜', '蒜味', '現在', '滿足']"
金乃家台灣炸牛排專賣店樂華店,234新北市永和區永平路5號 ,https://www.google.com/maps/place/%E9%87%91%E4%B9%83%E5%AE%B6%E5%8F%B0%E7%81%A3%E7%82%B8%E7%89%9B%E6%8E%92%E5%B0%88%E8%B3%A3%E5%BA%97%E6%A8%82%E8%8F%AF%E5%BA%97/data=!4m7!3m6!1s0x3442a937825ee697:0x57ff85005ef9de17!8m2!3d25.0085796!4d121.5138623!16s%2Fg%2F11y4dpppfh!19sChIJl-ZegjepQjQRF975XgCF_1c?authuser=0&hl=zh-TW&rclk=1,25.0085796,121.5112874,0.103418334067115,4.7,,6,[]
光頭炸雞（樂華店）,234新北市永和區永平路81巷6號 ,https://www.google.com/maps/place/%E5%85%89%E9%A0%AD%E7%82%B8%E9%9B%9E%EF%BC%88%E6%A8%82%E8%8F%AF%E5%BA%97%EF%BC%89/data=!4m7!3m6!1s0x3442a9000cbd5f65:0xb36eb93c7f99270a!8m2!3d25.0081309!4d121.5117666!16s%2Fg%2F11ybpl_1n_!19sChIJZV-9DACpQjQRCieZfzy5brM?authuser=0&hl=zh-TW&rclk=1,25.0080479,121.5092454,0.117362274664469,4.9,,16,"['雞柳', '鹹酥雞', '雞排']"
小野牛,234新北市永和區永平路81巷10號 ,https://www.google.com/maps/place/%E5%B0%8F%E9%87%8E%E7%89%9B/data=!4m7!3m6!1s0x3442a9c2ddc0aebb:0xdcda5b70d609fd2e!8m2!3d25.0080886!4d121.5117703!16s%2Fg%2F11b7ttgh_9!19sChIJu67A3cKpQjQRLv0J1nBb2tw?authuser=0&hl=zh-TW&rclk=1,25.0080886,121.5091954,0.1197705677343901,3.4,$1-200,470,"['夜市', '麵', '紅茶', '玉米濃湯', '勾芡', '雞腿', '雞排', '黑胡椒醬', '雙拼', '燒焦']"
剪刀式雞蛋糕,234新北市永和區永平路159號 ,https://www.google.com/maps/place/%E5%89%AA%E5%88%80%E5%BC%8F%E9%9B%9E%E8%9B%8B%E7%B3%95/data=!4m7!3m6!1s0x3442a9c310550001:0x98909ba78d56aa59!8m2!3d25.008682!4d121.5107791!16s%2Fg%2F1tgfmtwl!19sChIJAQBVEMOpQjQRWapWjaebkJg?authuser=0&hl=zh-TW&rclk=1,25.008682,121.5082042,0.2082691214216885,3.5,$1-200,200,"['口感', '烤', '價格', '小朋友', '樂華夜市', '冷', '包', '內餡', '偷工減料', '空洞']"
